Date,Open,High,Low,Close,Adj Close,Volume
2020-06-15,44.570000,46.450001,44.470001,46.299999,44.520729,15622300
2020-06-16,47.560001,47.689999,46.189999,46.770000,44.972668,18803500
2020-06-17,46.779999,47.060001,46.439999,46.580002,44.789978,12602800
2020-06-18,46.299999,47.040001,46.070000,46.990002,45.184219,9380800
2020-06-19,47.770000,47.790001,46.020000,46.020000,44.251492,30464600
2020-06-22,46.029999,46.150002,45.380001,45.740002,43.982254,20876200
2020-06-23,46.000000,46.290001,45.580002,45.639999,43.886089,14675300
2020-06-24,45.369999,45.439999,44.500000,44.650002,42.934139,17631800
2020-06-25,44.470001,44.980000,44.029999,44.930000,43.203377,13829700
2020-06-26,44.919998,45.009998,43.509998,43.570000,41.895645,21955100
2020-06-29,44.000000,44.570000,43.549999,44.360001,42.655285,17603900
2020-06-30,44.250000,44.830002,44.040001,44.680000,42.962990,23679800
2020-07-01,44.930000,45.529999,44.709999,44.820000,43.097603,14316500
2020-07-02,45.290001,45.430000,44.799999,44.880001,43.155300,15111900
2020-07-06,45.139999,45.270000,44.610001,45.230000,43.491848,15146000
2020-07-07,45.000000,45.500000,44.799999,45.209999,43.472618,13043600
2020-07-08,45.139999,45.180000,44.470001,45.070000,43.337997,13851200
2020-07-09,45.049999,45.049999,43.830002,43.910000,42.222576,16087100
2020-07-10,43.880001,45.250000,43.860001,45.150002,43.414925,15627800
2020-07-13,45.529999,45.680000,44.959999,45.250000,43.511082,16705300
2020-07-14,44.910000,45.939999,44.669998,45.869999,44.107254,17080100
2020-07-15,46.299999,47.189999,46.200001,46.400002,44.616890,23738000
2020-07-16,46.259998,46.689999,45.939999,46.150002,44.376499,13306100
2020-07-17,46.470001,46.910000,46.130001,46.820000,45.020744,13899800
2020-07-20,46.720001,46.830002,45.849998,46.119999,44.347645,16633200
2020-07-21,47.520000,47.990002,46.930000,47.200001,45.386143,25681500
2020-07-22,47.930000,48.520000,47.029999,48.480000,46.616959,29831200
2020-07-23,48.470001,48.570000,48.029999,48.279999,46.424641,15935000
2020-07-24,48.400002,48.799999,48.070000,48.490002,46.626572,16196800
2020-07-27,48.180000,48.509998,48.180000,48.480000,46.616959,17346500
2020-07-28,48.340000,49.279999,48.099998,48.180000,46.328484,13872700
2020-07-29,48.139999,48.500000,47.820000,48.020000,46.174633,13758100
2020-07-30,47.669998,48.230000,47.200001,47.689999,45.857315,17276500
2020-07-31,47.439999,47.770000,46.730000,47.240002,45.424610,14849200
2020-08-03,47.139999,47.360001,46.230000,46.299999,44.520729,14137500
2020-08-04,46.290001,46.860001,46.220001,46.689999,44.895741,11717200
2020-08-05,46.900002,47.270000,46.810001,47.220001,45.405376,10498700
2020-08-06,46.660000,47.529999,46.599998,47.480000,45.655380,10745000
2020-08-07,47.470001,48.080002,47.209999,47.799999,45.963089,11669700
2020-08-10,48.060001,48.279999,47.660000,47.720001,45.886162,11888000
2020-08-11,48.459999,48.650002,47.700001,47.930000,46.088089,16531600
2020-08-12,48.299999,48.689999,48.119999,48.430000,46.568874,9562200
2020-08-13,48.259998,48.730000,48.060001,48.380001,46.520798,9882900
2020-08-14,48.340000,48.689999,48.029999,48.450001,46.588108,10075800
2020-08-17,48.320000,48.750000,48.200001,48.209999,46.357330,9102400
2020-08-18,48.200001,48.500000,47.959999,48.419998,46.559258,9829000
2020-08-19,48.119999,48.380001,47.220001,47.369999,45.549614,17371000
2020-08-20,47.270000,47.599998,47.090000,47.349998,45.530380,11308700
2020-08-21,47.340000,47.500000,46.970001,47.279999,45.463070,14734100
2020-08-24,47.430000,47.980000,47.180000,47.970001,46.126556,9257700
2020-08-25,48.000000,48.049999,47.650002,47.910000,46.068855,7827800
2020-08-26,47.759998,48.180000,47.470001,48.160000,46.309250,10124200
2020-08-27,48.250000,48.820000,48.200001,48.230000,46.376564,10931600
2020-08-28,48.750000,49.849998,48.529999,49.830002,47.915077,16420300
2020-08-31,49.799999,50.070000,49.349998,49.529999,47.626598,18510800
2020-09-01,49.310001,49.349998,48.830002,49.119999,47.232357,12588400
2020-09-02,49.360001,51.360001,49.360001,51.189999,49.222809,26332600
2020-09-03,51.400002,52.139999,50.099998,50.480000,48.540096,22289400
2020-09-04,50.939999,51.470001,50.279999,51.040001,49.078579,21019500
2020-09-08,50.930000,51.040001,49.360001,49.810001,47.895844,17776700
2020-09-09,49.599998,50.759998,49.549999,50.189999,48.261238,15252300
2020-09-10,50.349998,50.680000,49.950001,50.000000,48.078545,15439500
2020-09-11,50.400002,51.200001,50.099998,51.060001,49.097813,18272300
2020-09-14,50.970001,51.230000,50.570000,50.709999,49.155968,10911700
2020-09-15,51.000000,51.380001,50.840000,51.049999,49.485550,12838400
2020-09-16,50.950001,51.450001,50.740002,50.790001,49.233517,15353900
2020-09-17,50.220001,50.630001,49.939999,50.549999,49.000870,13287100
2020-09-18,50.750000,51.160000,50.209999,50.450001,48.903938,23816600
2020-09-21,49.750000,50.020000,48.610001,49.090000,47.585613,17514800
2020-09-22,49.110001,50.040001,49.070000,49.660000,48.138142,13034600
2020-09-23,49.730000,49.919998,48.169998,48.209999,46.732578,17121200
2020-09-24,48.209999,49.099998,47.560001,48.700001,47.207561,16788100
2020-09-25,48.200001,48.759998,47.980000,48.720001,47.226952,12603400
2020-09-28,49.310001,49.709999,49.139999,49.279999,47.769787,11215700
2020-09-29,49.389999,49.560001,48.910000,48.919998,47.420822,12426600
2020-09-30,49.270000,49.619999,48.889999,49.369999,47.857033,15755900
2020-10-01,49.439999,49.660000,48.590000,49.180000,47.672855,17577300
2020-10-02,48.759998,49.580002,48.549999,49.360001,47.847336,13610100
2020-10-05,49.430000,49.549999,49.119999,49.380001,47.866726,10628700
2020-10-06,49.549999,49.730000,48.830002,48.939999,47.440208,10077400
2020-10-07,49.020000,49.759998,48.950001,49.560001,48.041210,10135600
2020-10-08,49.709999,50.540001,49.540001,50.459999,48.913628,12143900
2020-10-09,50.669998,51.230000,50.599998,50.810001,49.252903,11407800
2020-10-12,50.840000,51.529999,50.830002,51.090000,49.524326,11386500
